"","province","biweek","year","cases","date_sick"
"1481",50,1,1977,1,1977-01-01
"1482",50,2,1977,0,1977-01-15
"1483",50,3,1977,1,1977-01-29
"1484",50,4,1977,1,1977-02-12
"1485",50,5,1977,0,1977-02-26
"1486",50,6,1977,0,1977-03-12
"1487",50,7,1977,0,1977-03-26
"1488",50,8,1977,1,1977-04-09
"1489",50,9,1977,5,1977-04-23
"1490",50,10,1977,10,1977-05-07
"1491",50,11,1977,14,1977-05-21
"1492",50,12,1977,22,1977-06-04
"1493",50,13,1977,55,1977-06-18
"1494",50,14,1977,103,1977-07-02
"1495",50,15,1977,111,1977-07-16
"1496",50,16,1977,75,1977-07-30
"1497",50,17,1977,41,1977-08-13
"1498",50,18,1977,30,1977-08-27
"1499",50,19,1977,26,1977-09-10
"1500",50,20,1977,21,1977-09-24
"1501",50,21,1977,16,1977-10-08
"1502",50,22,1977,11,1977-10-22
"1503",50,23,1977,7,1977-11-05
"1504",50,24,1977,3,1977-11-19
"1505",50,25,1977,1,1977-12-03
"1506",50,26,1977,0,1977-12-17
"1507",50,1,1978,0,1978-01-01
"1508",50,2,1978,0,1978-01-15
"1509",50,3,1978,0,1978-01-29
"1510",50,4,1978,0,1978-02-12
"1511",50,5,1978,0,1978-02-26
"1512",50,6,1978,0,1978-03-12
"1513",50,7,1978,0,1978-03-26
"1514",50,8,1978,0,1978-04-09
"1515",50,9,1978,0,1978-04-23
"1516",50,10,1978,0,1978-05-07
"1517",50,11,1978,1,1978-05-21
"1518",50,12,1978,1,1978-06-04
"1519",50,13,1978,2,1978-06-18
"1520",50,14,1978,2,1978-07-02
"1521",50,15,1978,3,1978-07-16
"1522",50,16,1978,4,1978-07-30
"1523",50,17,1978,4,1978-08-13
"1524",50,18,1978,1,1978-08-27
"1525",50,19,1978,0,1978-09-10
"1526",50,20,1978,0,1978-09-24
"1527",50,21,1978,1,1978-10-08
"1528",50,22,1978,0,1978-10-22
"1529",50,23,1978,0,1978-11-05
"1530",50,24,1978,0,1978-11-19
"1531",50,25,1978,0,1978-12-03
"1532",50,26,1978,0,1978-12-17
"1533",50,1,1979,0,1979-01-01
"1534",50,2,1979,0,1979-01-15
"1535",50,3,1979,0,1979-01-29
"1536",50,4,1979,0,1979-02-12
"1537",50,5,1979,0,1979-02-26
"1538",50,6,1979,0,1979-03-12
"1539",50,7,1979,0,1979-03-26
"1540",50,8,1979,1,1979-04-09
"1541",50,9,1979,0,1979-04-23
"1542",50,10,1979,1,1979-05-07
"1543",50,11,1979,3,1979-05-21
"1544",50,12,1979,9,1979-06-04
"1545",50,13,1979,6,1979-06-18
"1546",50,14,1979,8,1979-07-02
"1547",50,15,1979,53,1979-07-16
"1548",50,16,1979,177,1979-07-30
"1549",50,17,1979,207,1979-08-13
"1550",50,18,1979,25,1979-08-27
"1551",50,19,1979,2,1979-09-10
"1552",50,20,1979,0,1979-09-24
"1553",50,21,1979,2,1979-10-08
"1554",50,22,1979,2,1979-10-22
"1555",50,23,1979,1,1979-11-05
"1556",50,24,1979,0,1979-11-19
"1557",50,25,1979,0,1979-12-03
"1558",50,26,1979,1,1979-12-17
"1559",50,1,1980,1,1980-01-01
"1560",50,2,1980,0,1980-01-15
"1561",50,3,1980,0,1980-01-29
"1562",50,4,1980,0,1980-02-12
"1563",50,5,1980,0,1980-02-26
"1564",50,6,1980,0,1980-03-12
"1565",50,7,1980,0,1980-03-26
"1566",50,8,1980,0,1980-04-09
"1567",50,9,1980,1,1980-04-23
"1568",50,10,1980,6,1980-05-07
"1569",50,11,1980,5,1980-05-21
"1570",50,12,1980,9,1980-06-04
"1571",50,13,1980,42,1980-06-18
"1572",50,14,1980,95,1980-07-02
"1573",50,15,1980,118,1980-07-16
"1574",50,16,1980,101,1980-07-30
"1575",50,17,1980,72,1980-08-13
"1576",50,18,1980,44,1980-08-27
"1577",50,19,1980,21,1980-09-10
"1578",50,20,1980,3,1980-09-24
"1579",50,21,1980,0,1980-10-08
"1580",50,22,1980,0,1980-10-22
"1581",50,23,1980,0,1980-11-05
"1582",50,24,1980,0,1980-11-19
"1583",50,25,1980,0,1980-12-03
"1584",50,26,1980,0,1980-12-17
"1585",50,1,1981,0,1981-01-01
"1586",50,2,1981,0,1981-01-15
"1587",50,3,1981,0,1981-01-29
"1588",50,4,1981,1,1981-02-12
"1589",50,5,1981,0,1981-02-26
"1590",50,6,1981,0,1981-03-12
"1591",50,7,1981,0,1981-03-26
"1592",50,8,1981,1,1981-04-09
"1593",50,9,1981,1,1981-04-23
"1594",50,10,1981,3,1981-05-07
"1595",50,11,1981,15,1981-05-21
"1596",50,12,1981,77,1981-06-04
"1597",50,13,1981,110,1981-06-18
"1598",50,14,1981,97,1981-07-02
"1599",50,15,1981,73,1981-07-16
"1600",50,16,1981,39,1981-07-30
"1601",50,17,1981,15,1981-08-13
"1602",50,18,1981,8,1981-08-27
"1603",50,19,1981,6,1981-09-10
"1604",50,20,1981,2,1981-09-24
"1605",50,21,1981,0,1981-10-08
"1606",50,22,1981,0,1981-10-22
"1607",50,23,1981,0,1981-11-05
"1608",50,24,1981,0,1981-11-19
"1609",50,25,1981,0,1981-12-03
"1610",50,26,1981,0,1981-12-17
"1611",50,1,1982,0,1982-01-01
"1612",50,2,1982,1,1982-01-15
"1613",50,3,1982,2,1982-01-29
"1614",50,4,1982,1,1982-02-12
"1615",50,5,1982,0,1982-02-26
"1616",50,6,1982,0,1982-03-12
"1617",50,7,1982,0,1982-03-26
"1618",50,8,1982,0,1982-04-09
"1619",50,9,1982,0,1982-04-23
"1620",50,10,1982,0,1982-05-07
"1621",50,11,1982,1,1982-05-21
"1622",50,12,1982,7,1982-06-04
"1623",50,13,1982,11,1982-06-18
"1624",50,14,1982,10,1982-07-02
"1625",50,15,1982,8,1982-07-16
"1626",50,16,1982,6,1982-07-30
"1627",50,17,1982,5,1982-08-13
"1628",50,18,1982,4,1982-08-27
"1629",50,19,1982,3,1982-09-10
"1630",50,20,1982,2,1982-09-24
"1631",50,21,1982,1,1982-10-08
"1632",50,22,1982,0,1982-10-22
"1633",50,23,1982,0,1982-11-05
"1634",50,24,1982,0,1982-11-19
"1635",50,25,1982,0,1982-12-03
"1636",50,26,1982,0,1982-12-17
"1637",50,1,1983,0,1983-01-01
"1638",50,2,1983,1,1983-01-15
"1639",50,3,1983,1,1983-01-29
"1640",50,4,1983,0,1983-02-12
"1641",50,5,1983,0,1983-02-26
"1642",50,6,1983,0,1983-03-12
"1643",50,7,1983,0,1983-03-26
"1644",50,8,1983,0,1983-04-09
"1645",50,9,1983,0,1983-04-23
"1646",50,10,1983,2,1983-05-07
"1647",50,11,1983,1,1983-05-21
"1648",50,12,1983,6,1983-06-04
"1649",50,13,1983,29,1983-06-18
"1650",50,14,1983,72,1983-07-02
"1651",50,15,1983,121,1983-07-16
"1652",50,16,1983,166,1983-07-30
"1653",50,17,1983,168,1983-08-13
"1654",50,18,1983,116,1983-08-27
"1655",50,19,1983,58,1983-09-10
"1656",50,20,1983,21,1983-09-24
"1657",50,21,1983,6,1983-10-08
"1658",50,22,1983,0,1983-10-22
"1659",50,23,1983,0,1983-11-05
"1660",50,24,1983,0,1983-11-19
"1661",50,25,1983,0,1983-12-03
"1662",50,26,1983,0,1983-12-17
"1663",50,1,1984,0,1984-01-01
"1664",50,2,1984,0,1984-01-15
"1665",50,3,1984,0,1984-01-29
"1666",50,4,1984,0,1984-02-12
"1667",50,5,1984,0,1984-02-26
"1668",50,6,1984,0,1984-03-12
"1669",50,7,1984,0,1984-03-26
"1670",50,8,1984,0,1984-04-09
"1671",50,9,1984,0,1984-04-23
"1672",50,10,1984,1,1984-05-07
"1673",50,11,1984,6,1984-05-21
"1674",50,12,1984,18,1984-06-04
"1675",50,13,1984,28,1984-06-18
"1676",50,14,1984,34,1984-07-02
"1677",50,15,1984,39,1984-07-16
"1678",50,16,1984,41,1984-07-30
"1679",50,17,1984,37,1984-08-13
"1680",50,18,1984,27,1984-08-27
"1681",50,19,1984,15,1984-09-10
"1682",50,20,1984,7,1984-09-24
"1683",50,21,1984,2,1984-10-08
"1684",50,22,1984,0,1984-10-22
"1685",50,23,1984,0,1984-11-05
"1686",50,24,1984,1,1984-11-19
"1687",50,25,1984,1,1984-12-03
"1688",50,26,1984,1,1984-12-17
"1689",50,1,1985,1,1985-01-01
"1690",50,2,1985,0,1985-01-15
"1691",50,3,1985,1,1985-01-29
"1692",50,4,1985,0,1985-02-12
"1693",50,5,1985,0,1985-02-26
"1694",50,6,1985,1,1985-03-12
"1695",50,7,1985,1,1985-03-26
"1696",50,8,1985,0,1985-04-09
"1697",50,9,1985,0,1985-04-23
"1698",50,10,1985,9,1985-05-07
"1699",50,11,1985,42,1985-05-21
"1700",50,12,1985,162,1985-06-04
"1701",50,13,1985,275,1985-06-18
"1702",50,14,1985,336,1985-07-02
"1703",50,15,1985,300,1985-07-16
"1704",50,16,1985,159,1985-07-30
"1705",50,17,1985,48,1985-08-13
"1706",50,18,1985,19,1985-08-27
"1707",50,19,1985,17,1985-09-10
"1708",50,20,1985,11,1985-09-24
"1709",50,21,1985,4,1985-10-08
"1710",50,22,1985,2,1985-10-22
"1711",50,23,1985,4,1985-11-05
"1712",50,24,1985,1,1985-11-19
"1713",50,25,1985,0,1985-12-03
"1714",50,26,1985,0,1985-12-17
"1715",50,1,1986,0,1986-01-01
"1716",50,2,1986,1,1986-01-15
"1717",50,3,1986,1,1986-01-29
"1718",50,4,1986,0,1986-02-12
"1719",50,5,1986,0,1986-02-26
"1720",50,6,1986,0,1986-03-12
"1721",50,7,1986,1,1986-03-26
"1722",50,8,1986,1,1986-04-09
"1723",50,9,1986,0,1986-04-23
"1724",50,10,1986,1,1986-05-07
"1725",50,11,1986,3,1986-05-21
"1726",50,12,1986,9,1986-06-04
"1727",50,13,1986,16,1986-06-18
"1728",50,14,1986,22,1986-07-02
"1729",50,15,1986,20,1986-07-16
"1730",50,16,1986,11,1986-07-30
"1731",50,17,1986,7,1986-08-13
"1732",50,18,1986,11,1986-08-27
"1733",50,19,1986,13,1986-09-10
"1734",50,20,1986,7,1986-09-24
"1735",50,21,1986,2,1986-10-08
"1736",50,22,1986,1,1986-10-22
"1737",50,23,1986,2,1986-11-05
"1738",50,24,1986,3,1986-11-19
"1739",50,25,1986,2,1986-12-03
"1740",50,26,1986,1,1986-12-17
"1741",50,1,1987,1,1987-01-01
"1742",50,2,1987,0,1987-01-15
"1743",50,3,1987,0,1987-01-29
"1744",50,4,1987,1,1987-02-12
"1745",50,5,1987,2,1987-02-26
"1746",50,6,1987,2,1987-03-12
"1747",50,7,1987,0,1987-03-26
"1748",50,8,1987,2,1987-04-09
"1749",50,9,1987,7,1987-04-23
"1750",50,10,1987,33,1987-05-07
"1751",50,11,1987,78,1987-05-21
"1752",50,12,1987,208,1987-06-04
"1753",50,13,1987,579,1987-06-18
"1754",50,14,1987,1097,1987-07-02
"1755",50,15,1987,1286,1987-07-16
"1756",50,16,1987,1070,1987-07-30
"1757",50,17,1987,731,1987-08-13
"1758",50,18,1987,392,1987-08-27
"1759",50,19,1987,154,1987-09-10
"1760",50,20,1987,76,1987-09-24
"1761",50,21,1987,69,1987-10-08
"1762",50,22,1987,35,1987-10-22
"1763",50,23,1987,10,1987-11-05
"1764",50,24,1987,1,1987-11-19
"1765",50,25,1987,4,1987-12-03
"1766",50,26,1987,4,1987-12-17
"1767",50,1,1988,1,1988-01-01
"1768",50,2,1988,0,1988-01-15
"1769",50,3,1988,0,1988-01-29
"1770",50,4,1988,1,1988-02-12
"1771",50,5,1988,0,1988-02-26
"1772",50,6,1988,1,1988-03-12
"1773",50,7,1988,2,1988-03-26
"1774",50,8,1988,3,1988-04-09
"1775",50,9,1988,1,1988-04-23
"1776",50,10,1988,2,1988-05-07
"1777",50,11,1988,9,1988-05-21
"1778",50,12,1988,34,1988-06-04
"1779",50,13,1988,54,1988-06-18
"1780",50,14,1988,60,1988-07-02
"1781",50,15,1988,57,1988-07-16
"1782",50,16,1988,41,1988-07-30
"1783",50,17,1988,25,1988-08-13
"1784",50,18,1988,14,1988-08-27
"1785",50,19,1988,7,1988-09-10
"1786",50,20,1988,4,1988-09-24
"1787",50,21,1988,3,1988-10-08
"1788",50,22,1988,2,1988-10-22
"1789",50,23,1988,1,1988-11-05
"1790",50,24,1988,0,1988-11-19
"1791",50,25,1988,0,1988-12-03
"1792",50,26,1988,0,1988-12-17
"1793",50,1,1989,0,1989-01-01
"1794",50,2,1989,0,1989-01-15
"1795",50,3,1989,0,1989-01-29
"1796",50,4,1989,1,1989-02-12
"1797",50,5,1989,0,1989-02-26
"1798",50,6,1989,0,1989-03-12
"1799",50,7,1989,0,1989-03-26
"1800",50,8,1989,2,1989-04-09
"1801",50,9,1989,1,1989-04-23
"1802",50,10,1989,2,1989-05-07
"1803",50,11,1989,7,1989-05-21
"1804",50,12,1989,19,1989-06-04
"1805",50,13,1989,32,1989-06-18
"1806",50,14,1989,46,1989-07-02
"1807",50,15,1989,62,1989-07-16
"1808",50,16,1989,77,1989-07-30
"1809",50,17,1989,73,1989-08-13
"1810",50,18,1989,44,1989-08-27
"1811",50,19,1989,17,1989-09-10
"1812",50,20,1989,8,1989-09-24
"1813",50,21,1989,7,1989-10-08
"1814",50,22,1989,5,1989-10-22
"1815",50,23,1989,2,1989-11-05
"1816",50,24,1989,1,1989-11-19
"1817",50,25,1989,1,1989-12-03
"1818",50,26,1989,0,1989-12-17
"1819",50,1,1990,0,1990-01-01
"1820",50,2,1990,1,1990-01-15
"1821",50,3,1990,2,1990-01-29
"1822",50,4,1990,2,1990-02-12
"1823",50,5,1990,2,1990-02-26
"1824",50,6,1990,1,1990-03-12
"1825",50,7,1990,0,1990-03-26
"1826",50,8,1990,1,1990-04-09
"1827",50,9,1990,3,1990-04-23
"1828",50,10,1990,14,1990-05-07
"1829",50,11,1990,44,1990-05-21
"1830",50,12,1990,87,1990-06-04
"1831",50,13,1990,128,1990-06-18
"1832",50,14,1990,162,1990-07-02
"1833",50,15,1990,173,1990-07-16
"1834",50,16,1990,160,1990-07-30
"1835",50,17,1990,128,1990-08-13
"1836",50,18,1990,81,1990-08-27
"1837",50,19,1990,37,1990-09-10
"1838",50,20,1990,4,1990-09-24
"1839",50,21,1990,0,1990-10-08
"1840",50,22,1990,0,1990-10-22
"1841",50,23,1990,0,1990-11-05
"1842",50,24,1990,0,1990-11-19
"1843",50,25,1990,0,1990-12-03
"1844",50,26,1990,0,1990-12-17
"1845",50,1,1991,0,1991-01-01
"1846",50,2,1991,0,1991-01-15
"1847",50,3,1991,1,1991-01-29
"1848",50,4,1991,1,1991-02-12
"1849",50,5,1991,0,1991-02-26
"1850",50,6,1991,0,1991-03-12
"1851",50,7,1991,2,1991-03-26
"1852",50,8,1991,3,1991-04-09
"1853",50,9,1991,3,1991-04-23
"1854",50,10,1991,5,1991-05-07
"1855",50,11,1991,17,1991-05-21
"1856",50,12,1991,59,1991-06-04
"1857",50,13,1991,180,1991-06-18
"1858",50,14,1991,348,1991-07-02
"1859",50,15,1991,415,1991-07-16
"1860",50,16,1991,358,1991-07-30
"1861",50,17,1991,273,1991-08-13
"1862",50,18,1991,199,1991-08-27
"1863",50,19,1991,133,1991-09-10
"1864",50,20,1991,76,1991-09-24
"1865",50,21,1991,34,1991-10-08
"1866",50,22,1991,13,1991-10-22
"1867",50,23,1991,7,1991-11-05
"1868",50,24,1991,3,1991-11-19
"1869",50,25,1991,2,1991-12-03
"1870",50,26,1991,1,1991-12-17
"1871",50,1,1992,0,1992-01-01
"1872",50,2,1992,0,1992-01-15
"1873",50,3,1992,0,1992-01-29
"1874",50,4,1992,0,1992-02-12
"1875",50,5,1992,0,1992-02-26
"1876",50,6,1992,1,1992-03-12
"1877",50,7,1992,0,1992-03-26
"1878",50,8,1992,0,1992-04-09
"1879",50,9,1992,0,1992-04-23
"1880",50,10,1992,4,1992-05-07
"1881",50,11,1992,4,1992-05-21
"1882",50,12,1992,3,1992-06-04
"1883",50,13,1992,6,1992-06-18
"1884",50,14,1992,14,1992-07-02
"1885",50,15,1992,24,1992-07-16
"1886",50,16,1992,35,1992-07-30
"1887",50,17,1992,41,1992-08-13
"1888",50,18,1992,41,1992-08-27
"1889",50,19,1992,33,1992-09-10
"1890",50,20,1992,9,1992-09-24
"1891",50,21,1992,2,1992-10-08
"1892",50,22,1992,0,1992-10-22
"1893",50,23,1992,1,1992-11-05
"1894",50,24,1992,2,1992-11-19
"1895",50,25,1992,2,1992-12-03
"1896",50,26,1992,1,1992-12-17
"1897",50,1,1993,0,1993-01-01
"1898",50,2,1993,0,1993-01-15
"1899",50,3,1993,0,1993-01-29
"1900",50,4,1993,0,1993-02-12
"1901",50,5,1993,0,1993-02-26
"1902",50,6,1993,0,1993-03-12
"1903",50,7,1993,0,1993-03-26
"1904",50,8,1993,1,1993-04-09
"1905",50,9,1993,1,1993-04-23
"1906",50,10,1993,1,1993-05-07
"1907",50,11,1993,1,1993-05-21
"1908",50,12,1993,10,1993-06-04
"1909",50,13,1993,56,1993-06-18
"1910",50,14,1993,123,1993-07-02
"1911",50,15,1993,143,1993-07-16
"1912",50,16,1993,107,1993-07-30
"1913",50,17,1993,70,1993-08-13
"1914",50,18,1993,56,1993-08-27
"1915",50,19,1993,51,1993-09-10
"1916",50,20,1993,47,1993-09-24
"1917",50,21,1993,42,1993-10-08
"1918",50,22,1993,31,1993-10-22
"1919",50,23,1993,20,1993-11-05
"1920",50,24,1993,11,1993-11-19
"1921",50,25,1993,5,1993-12-03
"1922",50,26,1993,2,1993-12-17
"1923",50,1,1994,2,1994-01-01
"1924",50,2,1994,2,1994-01-15
"1925",50,3,1994,2,1994-01-29
"1926",50,4,1994,2,1994-02-12
"1927",50,5,1994,4,1994-02-26
"1928",50,6,1994,6,1994-03-12
"1929",50,7,1994,6,1994-03-26
"1930",50,8,1994,14,1994-04-09
"1931",50,9,1994,38,1994-04-23
"1932",50,10,1994,89,1994-05-07
"1933",50,11,1994,180,1994-05-21
"1934",50,12,1994,338,1994-06-04
"1935",50,13,1994,628,1994-06-18
"1936",50,14,1994,988,1994-07-02
"1937",50,15,1994,869,1994-07-16
"1938",50,16,1994,329,1994-07-30
"1939",50,17,1994,73,1994-08-13
"1940",50,18,1994,22,1994-08-27
"1941",50,19,1994,65,1994-09-10
"1942",50,20,1994,34,1994-09-24
"1943",50,21,1994,9,1994-10-08
"1944",50,22,1994,1,1994-10-22
"1945",50,23,1994,2,1994-11-05
"1946",50,24,1994,1,1994-11-19
"1947",50,25,1994,0,1994-12-03
"1948",50,26,1994,0,1994-12-17
"1949",50,1,1995,0,1995-01-01
"1950",50,2,1995,1,1995-01-15
"1951",50,3,1995,1,1995-01-29
"1952",50,4,1995,0,1995-02-12
"1953",50,5,1995,0,1995-02-26
"1954",50,6,1995,0,1995-03-12
"1955",50,7,1995,0,1995-03-26
"1956",50,8,1995,1,1995-04-09
"1957",50,9,1995,1,1995-04-23
"1958",50,10,1995,2,1995-05-07
"1959",50,11,1995,9,1995-05-21
"1960",50,12,1995,19,1995-06-04
"1961",50,13,1995,29,1995-06-18
"1962",50,14,1995,39,1995-07-02
"1963",50,15,1995,48,1995-07-16
"1964",50,16,1995,58,1995-07-30
"1965",50,17,1995,63,1995-08-13
"1966",50,18,1995,61,1995-08-27
"1967",50,19,1995,50,1995-09-10
"1968",50,20,1995,31,1995-09-24
"1969",50,21,1995,13,1995-10-08
"1970",50,22,1995,4,1995-10-22
"1971",50,23,1995,2,1995-11-05
"1972",50,24,1995,1,1995-11-19
"1973",50,25,1995,1,1995-12-03
"1974",50,26,1995,1,1995-12-17
"1975",50,1,1996,0,1996-01-01
"1976",50,2,1996,0,1996-01-15
"1977",50,3,1996,1,1996-01-29
"1978",50,4,1996,2,1996-02-12
"1979",50,5,1996,4,1996-02-26
"1980",50,6,1996,5,1996-03-12
"1981",50,7,1996,1,1996-03-26
"1982",50,8,1996,0,1996-04-09
"1983",50,9,1996,0,1996-04-23
"1984",50,10,1996,4,1996-05-07
"1985",50,11,1996,16,1996-05-21
"1986",50,12,1996,32,1996-06-04
"1987",50,13,1996,41,1996-06-18
"1988",50,14,1996,41,1996-07-02
"1989",50,15,1996,44,1996-07-16
"1990",50,16,1996,49,1996-07-30
"1991",50,17,1996,44,1996-08-13
"1992",50,18,1996,24,1996-08-27
"1993",50,19,1996,7,1996-09-10
"1994",50,20,1996,4,1996-09-24
"1995",50,21,1996,6,1996-10-08
"1996",50,22,1996,6,1996-10-22
"1997",50,23,1996,5,1996-11-05
"1998",50,24,1996,2,1996-11-19
"1999",50,25,1996,1,1996-12-03
"2000",50,26,1996,0,1996-12-17
"2001",50,1,1997,0,1997-01-01
"2002",50,2,1997,0,1997-01-15
"2003",50,3,1997,0,1997-01-29
"2004",50,4,1997,0,1997-02-12
"2005",50,5,1997,0,1997-02-26
"2006",50,6,1997,0,1997-03-12
"2007",50,7,1997,0,1997-03-26
"2008",50,8,1997,1,1997-04-09
"2009",50,9,1997,4,1997-04-23
"2010",50,10,1997,20,1997-05-07
"2011",50,11,1997,31,1997-05-21
"2012",50,12,1997,42,1997-06-04
"2013",50,13,1997,74,1997-06-18
"2014",50,14,1997,124,1997-07-02
"2015",50,15,1997,179,1997-07-16
"2016",50,16,1997,231,1997-07-30
"2017",50,17,1997,259,1997-08-13
"2018",50,18,1997,254,1997-08-27
"2019",50,19,1997,219,1997-09-10
"2020",50,20,1997,160,1997-09-24
"2021",50,21,1997,98,1997-10-08
"2022",50,22,1997,55,1997-10-22
"2023",50,23,1997,30,1997-11-05
"2024",50,24,1997,15,1997-11-19
"2025",50,25,1997,8,1997-12-03
"2026",50,26,1997,6,1997-12-17
"2027",50,1,1998,7,1998-01-01
"2028",50,2,1998,6,1998-01-15
"2029",50,3,1998,3,1998-01-29
"2030",50,4,1998,7,1998-02-12
"2031",50,5,1998,21,1998-02-26
"2032",50,6,1998,39,1998-03-12
"2033",50,7,1998,55,1998-03-26
"2034",50,8,1998,63,1998-04-09
"2035",50,9,1998,58,1998-04-23
"2036",50,10,1998,80,1998-05-07
"2037",50,11,1998,189,1998-05-21
"2038",50,12,1998,341,1998-06-04
"2039",50,13,1998,415,1998-06-18
"2040",50,14,1998,409,1998-07-02
"2041",50,15,1998,390,1998-07-16
"2042",50,16,1998,370,1998-07-30
"2043",50,17,1998,313,1998-08-13
"2044",50,18,1998,209,1998-08-27
"2045",50,19,1998,112,1998-09-10
"2046",50,20,1998,55,1998-09-24
"2047",50,21,1998,27,1998-10-08
"2048",50,22,1998,14,1998-10-22
"2049",50,23,1998,11,1998-11-05
"2050",50,24,1998,4,1998-11-19
"2051",50,25,1998,0,1998-12-03
"2052",50,26,1998,1,1998-12-17
"2053",50,1,1999,8,1999-01-01
"2054",50,2,1999,5,1999-01-15
"2055",50,3,1999,2,1999-01-29
"2056",50,4,1999,4,1999-02-12
"2057",50,5,1999,7,1999-02-26
"2058",50,6,1999,13,1999-03-12
"2059",50,7,1999,17,1999-03-26
"2060",50,8,1999,35,1999-04-09
"2061",50,9,1999,29,1999-04-23
"2062",50,10,1999,61,1999-05-07
"2063",50,11,1999,88,1999-05-21
"2064",50,12,1999,103,1999-06-04
"2065",50,13,1999,82,1999-06-18
"2066",50,14,1999,62,1999-07-02
"2067",50,15,1999,30,1999-07-16
"2068",50,16,1999,19,1999-07-30
"2069",50,17,1999,9,1999-08-13
"2070",50,18,1999,7,1999-08-27
"2071",50,19,1999,4,1999-09-10
"2072",50,20,1999,3,1999-09-24
"2073",50,21,1999,2,1999-10-08
"2074",50,22,1999,5,1999-10-22
"2075",50,23,1999,3,1999-11-05
"2076",50,24,1999,2,1999-11-19
"2077",50,25,1999,0,1999-12-03
"2078",50,26,1999,0,1999-12-17
"2079",50,1,2000,0,2000-01-01
"2080",50,2,2000,0,2000-01-15
"2081",50,3,2000,0,2000-01-29
"2082",50,4,2000,0,2000-02-12
"2083",50,5,2000,0,2000-02-26
"2084",50,6,2000,2,2000-03-12
"2085",50,7,2000,0,2000-03-26
"2086",50,8,2000,0,2000-04-09
"2087",50,9,2000,0,2000-04-23
"2088",50,10,2000,1,2000-05-07
"2089",50,11,2000,2,2000-05-21
"2090",50,12,2000,2,2000-06-04
"2091",50,13,2000,6,2000-06-18
"2092",50,14,2000,8,2000-07-02
"2093",50,15,2000,6,2000-07-16
"2094",50,16,2000,6,2000-07-30
"2095",50,17,2000,11,2000-08-13
"2096",50,18,2000,3,2000-08-27
"2097",50,19,2000,6,2000-09-10
"2098",50,20,2000,7,2000-09-24
"2099",50,21,2000,4,2000-10-08
"2100",50,22,2000,2,2000-10-22
"2101",50,23,2000,0,2000-11-05
"2102",50,24,2000,0,2000-11-19
"2103",50,25,2000,1,2000-12-03
"2104",50,26,2000,0,2000-12-17
"2105",50,1,2001,1,2001-01-01
"2106",50,2,2001,3,2001-01-15
"2107",50,3,2001,3,2001-01-29
"2108",50,4,2001,2,2001-02-12
"2109",50,5,2001,3,2001-02-26
"2110",50,6,2001,7,2001-03-12
"2111",50,7,2001,6,2001-03-26
"2112",50,8,2001,10,2001-04-09
"2113",50,9,2001,8,2001-04-23
"2114",50,10,2001,19,2001-05-07
"2115",50,11,2001,36,2001-05-21
"2116",50,12,2001,92,2001-06-04
"2117",50,13,2001,98,2001-06-18
"2118",50,14,2001,146,2001-07-02
"2119",50,15,2001,90,2001-07-16
"2120",50,16,2001,73,2001-07-30
"2121",50,17,2001,109,2001-08-13
"2122",50,18,2001,87,2001-08-27
"2123",50,19,2001,55,2001-09-10
"2124",50,20,2001,27,2001-09-24
"2125",50,21,2001,12,2001-10-08
"2126",50,22,2001,8,2001-10-22
"2127",50,23,2001,16,2001-11-05
"2128",50,24,2001,5,2001-11-19
"2129",50,25,2001,3,2001-12-03
"2130",50,26,2001,0,2001-12-17
"2131",50,1,2002,0,2002-01-01
"2132",50,2,2002,0,2002-01-15
"2133",50,3,2002,0,2002-01-29
"2134",50,4,2002,0,2002-02-12
"2135",50,5,2002,0,2002-02-26
"2136",50,6,2002,0,2002-03-12
"2137",50,7,2002,2,2002-03-26
"2138",50,8,2002,5,2002-04-09
"2139",50,9,2002,6,2002-04-23
"2140",50,10,2002,4,2002-05-07
"2141",50,11,2002,13,2002-05-21
"2142",50,12,2002,14,2002-06-04
"2143",50,13,2002,26,2002-06-18
"2144",50,14,2002,34,2002-07-02
"2145",50,15,2002,28,2002-07-16
"2146",50,16,2002,73,2002-07-30
"2147",50,17,2002,62,2002-08-13
"2148",50,18,2002,51,2002-08-27
"2149",50,19,2002,41,2002-09-10
"2150",50,20,2002,14,2002-09-24
"2151",50,21,2002,9,2002-10-08
"2152",50,22,2002,18,2002-10-22
"2153",50,23,2002,7,2002-11-05
"2154",50,24,2002,9,2002-11-19
"2155",50,25,2002,8,2002-12-03
"2156",50,26,2002,3,2002-12-17
"2157",50,1,2003,1,2003-01-01
"2158",50,2,2003,3,2003-01-15
"2159",50,3,2003,4,2003-01-29
"2160",50,4,2003,4,2003-02-12
"2161",50,5,2003,2,2003-02-26
"2162",50,6,2003,5,2003-03-12
"2163",50,7,2003,4,2003-03-26
"2164",50,8,2003,7,2003-04-09
"2165",50,9,2003,17,2003-04-23
"2166",50,10,2003,41,2003-05-07
"2167",50,11,2003,59,2003-05-21
"2168",50,12,2003,109,2003-06-04
"2169",50,13,2003,140,2003-06-18
"2170",50,14,2003,129,2003-07-02
"2171",50,15,2003,139,2003-07-16
"2172",50,16,2003,144,2003-07-30
"2173",50,17,2003,106,2003-08-13
"2174",50,18,2003,61,2003-08-27
"2175",50,19,2003,64,2003-09-10
"2176",50,20,2003,39,2003-09-24
"2177",50,21,2003,39,2003-10-08
"2178",50,22,2003,39,2003-10-22
